speakerid,L1,L1_coded,L1_American,L1_Arabic,L1_Australian,L1_British,L1_Canadian,L1_Dutch,L1_French,L1_German,L1_Italian,L1_Japanese,L1_Korean,L1_Mandarin,L1_Polish,L1_Russian,L1_Spanish,L1_Swedish,L1_Thai,L1_Vietnamese,sex,sex_0,sex_1,age_of_english_onset,pitch-code,tone-code,vowels,age,english_experience,wer,mer
137,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,34,100,0.014492754,0.014492754
134,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,85,100,0.014492754,0.014492754
129,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,34,100,0.014492754,0.014492754
116,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,32,100,0.014492754,0.014492754
115,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,57,100,0.014492754,0.014492754
114,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,77,100,0.014492754,0.014492754
112,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,56,100,0.014492754,0.014492754
111,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,21,100,0.014492754,0.014492754
106,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,70,100,0.014492754,0.014492754
79,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,71,100,0.014492754,0.014492754
67,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,74,100,0.014492754,0.014492754
63,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,84,100,0.014492754,0.014492754
61,American,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,62,100,0.014492754,0.014492754
2441,Australian,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,27.5,100,0.014492754,0.014492754
1352,Australian,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,21,100,0.014492754,0.014492754
1219,Australian,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,22,100,0.014492754,0.014492754
1072,Australian,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,21,100,0.014492754,0.014492754
1295,British,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,52,100,0.014492754,0.014492754
740,British,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,27,100,0.014492754,0.014492754
506,British,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,24,100,0.014492754,0.014492754
421,British,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,86,100,0.014492754,0.014492754
2186,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,33,100,0.014492754,0.014492754
1962,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,25,100,0.014492754,0.014492754
1727,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,18,100,0.014492754,0.014492754
1661,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,22,100,0.014492754,0.014492754
1648,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,20,100,0.014492754,0.014492754
1493,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,20,100,0.014492754,0.014492754
1360,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,21,100,0.014492754,0.014492754
1348,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,26,100,0.014492754,0.014492754
1257,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,32,100,0.014492754,0.014492754
1174,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,18,100,0.014492754,0.014492754
1172,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,75,100,0.014492754,0.014492754
1137,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,87,100,0.014492754,0.014492754
1067,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,21,100,0.014492754,0.014492754
604,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,54,100,0.014492754,0.014492754
508,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,40,100,0.014492754,0.014492754
455,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,55,100,0.014492754,0.014492754
407,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,84,100,0.014492754,0.014492754
126,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,54,100,0.014492754,0.014492754
113,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,27,100,0.014492754,0.014492754
103,Canadian,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,48,100,0.014492754,0.014492754
23,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,6,28,96,0.362318841,0.308641975
1490,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,1,6,24,96,0.246376812,0.246376812
1311,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,6,21,96,0.144927536,0.144927536
1398,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,5,19,96,0.101449275,0.101449275
1870,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,6,18,96,0.086956522,0.086956522
329,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,5,54,96,0.086956522,0.086956522
1894,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,6,18,96,0.072463768,0.072463768
1400,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,5,23,96,0.043478261,0.043478261
2013,Vietnamese,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,1,11,18,96,0.043478261,0.043478261
1506,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,5,20,96,0.028985507,0.028985507
716,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,5,37,96,0.028985507,0.028985507
2008,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,6,19,96,0.014492754,0.014492754
1892,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,6,25,96,0.014492754,0.014492754
1625,Polish,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,8,53,96,0.014492754,0.014492754
1924,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,6,24,96,0.014492754,0.014492754
373,Thai,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,18,22,96,0.014492754,0.014492754
262,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,6,22,95,0.434782609,0.434782609
1405,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,22,95,0.231884058,0.228571429
2675,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,6,19,95,0.144927536,0.144927536
2634,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,6,22,95,0.130434783,0.130434783
2258,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,28,95,0.115942029,0.115942029
2976,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,5,19,95,0.115942029,0.111111111
2217,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,6,20,95,0.101449275,0.101449275
1938,French,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,16,20,95,0.101449275,0.101449275
1898,French,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,16,21,95,0.101449275,0.101449275
2576,Korean,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,10,18,95,0.101449275,0.101449275
1483,Polish,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,8,18,95,0.101449275,0.101449275
339,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,5,27,95,0.101449275,0.101449275
2946,French,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,16,28,95,0.101449275,0.1
1853,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,5,54,95,0.101449275,0.095890411
12,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,26,95,0.086956522,0.086956522
2833,German,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,16,22,95,0.086956522,0.086956522
2480,Korean,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,10,20,95,0.086956522,0.086956522
2173,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,0,1,6,20,95,0.086956522,0.086956522
2525,Polish,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,8,22,95,0.086956522,0.086956522
2870,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,6,25,95,0.086956522,0.086956522
2224,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,6,30,95,0.086956522,0.086956522
300,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,6,20,95,0.086956522,0.086956522
1835,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,5,22,95,0.086956522,0.086956522
441,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,5,18,95,0.086956522,0.086956522
2671,Swedish,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,17,33,95,0.086956522,0.085714286
1942,Japanese,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,5,24,95,0.072463768,0.072463768
2593,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,6,19,95,0.072463768,0.072463768
1621,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,5,21,95,0.072463768,0.072463768
2427,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,28,95,0.057971014,0.057971014
2283,Korean,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,10,21,95,0.057971014,0.057971014
2169,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,5,28,95,0.057971014,0.057971014
1338,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,5,55,95,0.057971014,0.057971014
1057,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,6,21,95,0.057971014,0.057142857
2676,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,20,95,0.043478261,0.043478261
2598,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,6,25,95,0.043478261,0.043478261
3014,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,5,55,95,0.043478261,0.043478261
1011,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,38,95,0.043478261,0.042857143
2783,French,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,16,53,95,0.028985507,0.028985507
185,French,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,16,18,95,0.028985507,0.028985507
2753,German,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,16,18,95,0.028985507,0.028985507
2591,German,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,16,50,95,0.028985507,0.028985507
1750,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,6,25,95,0.028985507,0.028985507
2867,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,5,66,95,0.028985507,0.028985507
2467,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,5,75,95,0.028985507,0.028985507
1273,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,5,28,95,0.028985507,0.028985507
1238,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,5,20,95,0.028985507,0.028985507
908,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,5,31,95,0.028985507,0.028985507
1765,French,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,16,18,95,0.014492754,0.014492754
2415,Italian,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,7,22,95,0.014492754,0.014492754
2278,Korean,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,10,21,95,0.014492754,0.014492754
1777,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6,23,94,1,1
1392,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6,36,94,1,1
539,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6,18,94,1,1
18,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6,19,94,1,1
2646,Italian,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,7,24,94,0.971014493,0.971014493
644,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,20,94,0.347826087,0.342857143
2885,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,23,94,0.231884058,0.231884058
2893,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,19,94,0.217391304,0.192307692
2719,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,24,94,0.188405797,0.188405797
2636,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,6,33,94,0.188405797,0.188405797
2317,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,55,94,0.188405797,0.185714286
2890,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,24,94,0.188405797,0.180555556
2892,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,19,94,0.188405797,0.178082192
2970,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,6,22,94,0.173913044,0.173913044
2884,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,21,94,0.188405797,0.168831169
2711,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,6,26,94,0.188405797,0.168831169
2519,Korean,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,0,0,10,21,94,0.15942029,0.15942029
2294,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,20,94,0.15942029,0.15942029
753,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,20,94,0.15942029,0.15942029
259,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,24,94,0.15942029,0.146666667
893,German,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,16,29,94,0.144927536,0.144927536
1679,Italian,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,7,25,94,0.144927536,0.144927536
2714,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,6,21,94,0.144927536,0.144927536
2360,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,20,94,0.144927536,0.144927536
1793,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,26,94,0.144927536,0.144927536
2188,Vietnamese,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0,1,11,21,94,0.144927536,0.144927536
1562,Vietnamese,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,1,11,23,94,0.144927536,0.144927536
2433,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,6,26,94,0.15942029,0.142857143
2019,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,20,94,0.144927536,0.142857143
2811,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,6,19,94,0.144927536,0.136986301
2562,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,23,94,0.130434783,0.130434783
1439,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,19,94,0.130434783,0.128571429
2564,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,6,26,94,0.130434783,0.12
537,Dutch,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,11,19,94,0.115942029,0.115942029
2737,Korean,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,0,0,10,19,94,0.115942029,0.115942029
2474,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,6,22,94,0.115942029,0.115942029
2629,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,6,21,94,0.115942029,0.115942029
2026,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,45,94,0.115942029,0.115942029
341,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,18,94,0.115942029,0.115942029
2277,Korean,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,0,0,10,23,94,0.101449275,0.101449275
2836,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,6,20,94,0.101449275,0.101449275
728,Polish,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,8,20,94,0.101449275,0.101449275
1254,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,6,21,94,0.101449275,0.101449275
2734,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,6,38,94,0.086956522,0.086956522
1805,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6,20,94,0.086956522,0.086956522
2786,French,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,16,38,94,0.086956522,0.086956522
1406,Italian,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,7,23,94,0.086956522,0.086956522
1175,Italian,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,7,23,94,0.086956522,0.086956522
2931,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,6,23,94,0.086956522,0.086956522
2107,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,6,26,94,0.086956522,0.086956522
2909,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6,20,94,0.086956522,0.085714286
3019,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,5,50,94,0.072463768,0.072463768
1747,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,37,94,0.072463768,0.072463768
1488,Thai,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,1,18,30,94,0.072463768,0.072463768
2393,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,5,32,94,0.057971014,0.057971014
2872,Vietnamese,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,1,11,22,94,0.057971014,0.057971014
2730,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,6,18,94,0.057971014,0.057142857
1541,Mandarin,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,6,25,94,0.043478261,0.043478261
2189,Polish,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,8,21,94,0.043478261,0.043478261
1738,Polish,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,8,19,94,0.043478261,0.043478261
2137,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,6,29,94,0.043478261,0.043478261
731,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,21,94,0.043478261,0.043478261
732,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,31,94,0.043478261,0.042857143
1253,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,6,34,94,0.028985507,0.028985507
1947,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,6,29,94,0.028985507,0.028985507
303,Russian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,6,35,94,0.028985507,0.028985507
3023,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,21,94,0.028985507,0.028985507
2861,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,5,32,94,0.028985507,0.028985507
2401,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,41,94,0.028985507,0.028985507
1399,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,5,44,94,0.028985507,0.028985507
797,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,33,94,0.028985507,0.028985507
1103,Thai,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0,1,18,18,94,0.028985507,0.028985507
2873,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6,19,94,0.014492754,0.014492754
2200,Arabic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,6,31,94,0.014492754,0.014492754
741,French,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,16,22,94,0.014492754,0.014492754
1231,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,24,94,0.014492754,0.014492754
706,Spanish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,25,94,0.014492754,0.014492754
